,Product,Date Range,Market Price
5252,Jigglypuff,7/19 to 7/21,$0.00
5253,Jigglypuff,7/19 to 7/21,$0.00
5254,Jigglypuff,7/22 to 7/24,$0.00
5255,Jigglypuff,7/22 to 7/24,$0.00
5256,Jigglypuff,7/25 to 7/27,$0.00
5257,Jigglypuff,7/25 to 7/27,$0.00
5258,Jigglypuff,7/28 to 7/30,$0.00
5259,Jigglypuff,7/28 to 7/30,$0.00
5260,Jigglypuff,7/31 to 8/2,$0.00
5261,Jigglypuff,7/31 to 8/2,$0.00
5262,Jigglypuff,8/3 to 8/5,$0.00
5263,Jigglypuff,8/3 to 8/5,$0.00
5264,Jigglypuff,8/6 to 8/8,$0.00
5265,Jigglypuff,8/6 to 8/8,$0.00
5266,Jigglypuff,8/9 to 8/11,$0.00
5267,Jigglypuff,8/9 to 8/11,$0.00
5268,Jigglypuff,8/12 to 8/14,$0.00
5269,Jigglypuff,8/12 to 8/14,$0.00
5270,Jigglypuff,8/15 to 8/17,$0.00
5271,Jigglypuff,8/15 to 8/17,$0.00
5272,Jigglypuff,8/18 to 8/20,$0.00
5273,Jigglypuff,8/18 to 8/20,$0.00
5274,Jigglypuff,8/21 to 8/23,$0.00
5275,Jigglypuff,8/21 to 8/23,$0.00
5276,Jigglypuff,8/24 to 8/26,$0.00
5277,Jigglypuff,8/24 to 8/26,$0.00
5278,Jigglypuff,8/27 to 8/29,$0.00
5279,Jigglypuff,8/27 to 8/29,$0.00
5280,Jigglypuff,8/30 to 9/1,$0.00
5281,Jigglypuff,8/30 to 9/1,$0.00
5282,Jigglypuff,9/2 to 9/4,$0.00
5283,Jigglypuff,9/2 to 9/4,$0.00
5284,Jigglypuff,9/5 to 9/7,$0.00
5285,Jigglypuff,9/5 to 9/7,$0.00
5286,Jigglypuff,9/8 to 9/10,$0.00
5287,Jigglypuff,9/8 to 9/10,$0.00
5288,Jigglypuff,9/11 to 9/13,$0.00
5289,Jigglypuff,9/11 to 9/13,$0.00
5290,Jigglypuff,9/14 to 9/16,$0.00
5291,Jigglypuff,9/14 to 9/16,$0.00
5292,Jigglypuff,9/17 to 9/19,$0.50
5293,Jigglypuff,9/17 to 9/19,$0.00
5294,Jigglypuff,9/20 to 9/22,$0.28
5295,Jigglypuff,9/20 to 9/22,$0.57
5296,Jigglypuff,9/23 to 9/25,$0.12
5297,Jigglypuff,9/23 to 9/25,$0.37
5298,Jigglypuff,9/26 to 9/28,$0.11
5299,Jigglypuff,9/26 to 9/28,$0.24
5300,Jigglypuff,9/29 to 10/1,$0.11
5301,Jigglypuff,9/29 to 10/1,$0.23
5302,Jigglypuff,10/2 to 10/4,$0.09
5303,Jigglypuff,10/2 to 10/4,$0.25
5304,Jigglypuff,10/5 to 10/7,$0.09
5305,Jigglypuff,10/5 to 10/7,$0.23
5306,Jigglypuff,10/8 to 10/10,$0.08
5307,Jigglypuff,10/8 to 10/10,$0.24
5308,Jigglypuff,10/11 to 10/13,$0.06
5309,Jigglypuff,10/11 to 10/13,$0.22
5310,Jolteon,7/16 to 7/18,$0.00
5311,Jolteon,7/16 to 7/18,$0.00
5312,Jolteon,7/19 to 7/21,$0.00
5313,Jolteon,7/19 to 7/21,$0.00
5314,Jolteon,7/22 to 7/24,$0.00
5315,Jolteon,7/22 to 7/24,$0.00
5316,Jolteon,7/25 to 7/27,$0.00
5317,Jolteon,7/25 to 7/27,$0.00
5318,Jolteon,7/28 to 7/30,$0.00
5319,Jolteon,7/28 to 7/30,$0.00
5320,Jolteon,7/31 to 8/2,$0.00
5321,Jolteon,7/31 to 8/2,$0.00
5322,Jolteon,8/3 to 8/5,$0.00
5323,Jolteon,8/3 to 8/5,$0.00
5324,Jolteon,8/6 to 8/8,$0.00
5325,Jolteon,8/6 to 8/8,$0.00
5326,Jolteon,8/9 to 8/11,$0.00
5327,Jolteon,8/9 to 8/11,$0.00
5328,Jolteon,8/12 to 8/14,$0.00
5329,Jolteon,8/12 to 8/14,$0.00
5330,Jolteon,8/15 to 8/17,$0.00
5331,Jolteon,8/15 to 8/17,$0.00
5332,Jolteon,8/18 to 8/20,$0.00
5333,Jolteon,8/18 to 8/20,$0.00
5334,Jolteon,8/21 to 8/23,$0.00
5335,Jolteon,8/21 to 8/23,$0.00
5336,Jolteon,8/24 to 8/26,$0.00
5337,Jolteon,8/24 to 8/26,$0.00
5338,Jolteon,8/27 to 8/29,$0.00
5339,Jolteon,8/27 to 8/29,$0.00
5340,Jolteon,8/30 to 9/1,$0.00
5341,Jolteon,8/30 to 9/1,$0.00
5342,Jolteon,9/2 to 9/4,$0.00
5343,Jolteon,9/2 to 9/4,$0.00
5344,Jolteon,9/5 to 9/7,$0.00
5345,Jolteon,9/5 to 9/7,$0.00
5346,Jolteon,9/8 to 9/10,$0.00
5347,Jolteon,9/8 to 9/10,$0.00
5348,Jolteon,9/11 to 9/13,$0.00
5349,Jolteon,9/11 to 9/13,$0.00
5350,Jolteon,9/14 to 9/16,$1.00
5351,Jolteon,9/14 to 9/16,$0.00
5352,Jolteon,9/17 to 9/19,$1.00
5353,Jolteon,9/17 to 9/19,$1.52
5354,Jolteon,9/20 to 9/22,$0.53
5355,Jolteon,9/20 to 9/22,$0.93
5356,Jolteon,9/23 to 9/25,$0.41
5357,Jolteon,9/23 to 9/25,$0.61
5358,Jolteon,9/26 to 9/28,$0.34
5359,Jolteon,9/26 to 9/28,$0.61
5360,Jolteon,9/29 to 10/1,$0.27
5361,Jolteon,9/29 to 10/1,$0.73
5362,Jolteon,10/2 to 10/4,$0.30
5363,Jolteon,10/2 to 10/4,$0.84
5364,Jolteon,10/5 to 10/7,$0.23
5365,Jolteon,10/5 to 10/7,$0.68
5366,Jolteon,10/8 to 10/10,$0.26
5367,Jolteon,10/8 to 10/10,$0.79
5368,Jolteon,10/11 to 10/13,$0.26
5369,Jolteon,10/11 to 10/13,$0.78
5370,Jynx ex - 124/165,7/16 to 7/18,$0.00
5371,Jynx ex - 124/165,7/19 to 7/21,$0.00
5372,Jynx ex - 124/165,7/22 to 7/24,$0.00
5373,Jynx ex - 124/165,7/25 to 7/27,$0.00
5374,Jynx ex - 124/165,7/28 to 7/30,$0.00
5375,Jynx ex - 124/165,7/31 to 8/2,$0.00
5376,Jynx ex - 124/165,8/3 to 8/5,$0.00
5377,Jynx ex - 124/165,8/6 to 8/8,$0.00
5378,Jynx ex - 124/165,8/9 to 8/11,$0.00
5379,Jynx ex - 124/165,8/12 to 8/14,$0.00
5380,Jynx ex - 124/165,8/15 to 8/17,$0.00
5381,Jynx ex - 124/165,8/18 to 8/20,$0.00
5382,Jynx ex - 124/165,8/21 to 8/23,$0.00
5383,Jynx ex - 124/165,8/24 to 8/26,$0.00
5384,Jynx ex - 124/165,8/27 to 8/29,$0.00
5385,Jynx ex - 124/165,8/30 to 9/1,$0.00
5386,Jynx ex - 124/165,9/2 to 9/4,$0.00
5387,Jynx ex - 124/165,9/5 to 9/7,$0.00
5388,Jynx ex - 124/165,9/8 to 9/10,$0.00
5389,Jynx ex - 124/165,9/11 to 9/13,$0.00
5390,Jynx ex - 124/165,9/14 to 9/16,$0.00
5391,Jynx ex - 124/165,9/17 to 9/19,$4.98
5392,Jynx ex - 124/165,9/20 to 9/22,$2.74
5393,Jynx ex - 124/165,9/23 to 9/25,$1.56
5394,Jynx ex - 124/165,9/26 to 9/28,$1.56
5395,Jynx ex - 124/165,9/29 to 10/1,$1.46
5396,Jynx ex - 124/165,10/2 to 10/4,$1.30
5397,Jynx ex - 124/165,10/5 to 10/7,$1.09
5398,Jynx ex - 124/165,10/8 to 10/10,$1.43
5399,Jynx ex - 124/165,10/11 to 10/13,$1.63
5400,Jynx ex - 191/165,7/16 to 7/18,$0.00
5401,Jynx ex - 191/165,7/19 to 7/21,$0.00
5402,Jynx ex - 191/165,7/22 to 7/24,$0.00
5403,Jynx ex - 191/165,7/25 to 7/27,$0.00
5404,Jynx ex - 191/165,7/28 to 7/30,$0.00
5405,Jynx ex - 191/165,7/31 to 8/2,$0.00
5406,Jynx ex - 191/165,8/3 to 8/5,$0.00
5407,Jynx ex - 191/165,8/6 to 8/8,$0.00
5408,Jynx ex - 191/165,8/9 to 8/11,$0.00
5409,Jynx ex - 191/165,8/12 to 8/14,$0.00
5410,Jynx ex - 191/165,8/15 to 8/17,$0.00
5411,Jynx ex - 191/165,8/18 to 8/20,$0.00
5412,Jynx ex - 191/165,8/21 to 8/23,$0.00
5413,Jynx ex - 191/165,8/24 to 8/26,$0.00
5414,Jynx ex - 191/165,8/27 to 8/29,$0.00
5415,Jynx ex - 191/165,8/30 to 9/1,$0.00
5416,Jynx ex - 191/165,9/2 to 9/4,$0.00
5417,Jynx ex - 191/165,9/5 to 9/7,$0.00
5418,Jynx ex - 191/165,9/8 to 9/10,$0.00
5419,Jynx ex - 191/165,9/11 to 9/13,$0.00
5420,Jynx ex - 191/165,9/14 to 9/16,$0.00
5421,Jynx ex - 191/165,9/17 to 9/19,$0.00
5422,Jynx ex - 191/165,9/20 to 9/22,$3.13
5423,Jynx ex - 191/165,9/23 to 9/25,$3.87
5424,Jynx ex - 191/165,9/26 to 9/28,$4.12
5425,Jynx ex - 191/165,9/29 to 10/1,$4.69
5426,Jynx ex - 191/165,10/2 to 10/4,$4.18
5427,Jynx ex - 191/165,10/5 to 10/7,$5.24
5428,Jynx ex - 191/165,10/8 to 10/10,$12.15
5429,Jynx ex - 191/165,10/11 to 10/13,$12.24
5430,Kabuto,7/16 to 7/18,$0.00
5431,Kabuto,7/16 to 7/18,$0.00
5432,Kabuto,7/19 to 7/21,$0.00
5433,Kabuto,7/19 to 7/21,$0.00
5434,Kabuto,7/22 to 7/24,$0.00
5435,Kabuto,7/22 to 7/24,$0.00
5436,Kabuto,7/25 to 7/27,$0.00
5437,Kabuto,7/25 to 7/27,$0.00
5438,Kabuto,7/28 to 7/30,$0.00
5439,Kabuto,7/28 to 7/30,$0.00
5440,Kabuto,7/31 to 8/2,$0.00
5441,Kabuto,7/31 to 8/2,$0.00
5442,Kabuto,8/3 to 8/5,$0.00
5443,Kabuto,8/3 to 8/5,$0.00
5444,Kabuto,8/6 to 8/8,$0.00
5445,Kabuto,8/6 to 8/8,$0.00
5446,Kabuto,8/9 to 8/11,$0.00
5447,Kabuto,8/9 to 8/11,$0.00
5448,Kabuto,8/12 to 8/14,$0.00
5449,Kabuto,8/12 to 8/14,$0.00
5450,Kabuto,8/15 to 8/17,$0.00
5451,Kabuto,8/15 to 8/17,$0.00
5452,Kabuto,8/18 to 8/20,$0.00
5453,Kabuto,8/18 to 8/20,$0.00
5454,Kabuto,8/21 to 8/23,$0.00
5455,Kabuto,8/21 to 8/23,$0.00
5456,Kabuto,8/24 to 8/26,$0.00
5457,Kabuto,8/24 to 8/26,$0.00
5458,Kabuto,8/27 to 8/29,$0.00
5459,Kabuto,8/27 to 8/29,$0.00
5460,Kabuto,8/30 to 9/1,$0.00
5461,Kabuto,8/30 to 9/1,$0.00
5462,Kabuto,9/2 to 9/4,$0.00
5463,Kabuto,9/2 to 9/4,$0.00
5464,Kabuto,9/5 to 9/7,$0.00
5465,Kabuto,9/5 to 9/7,$0.00
5466,Kabuto,9/8 to 9/10,$0.00
5467,Kabuto,9/8 to 9/10,$0.00
5468,Kabuto,9/11 to 9/13,$0.00
5469,Kabuto,9/11 to 9/13,$0.00
5470,Kabuto,9/14 to 9/16,$0.00
5471,Kabuto,9/14 to 9/16,$0.00
5472,Kabuto,9/17 to 9/19,$0.00
5473,Kabuto,9/17 to 9/19,$0.35
5474,Kabuto,9/20 to 9/22,$0.14
5475,Kabuto,9/20 to 9/22,$0.31
5476,Kabuto,9/23 to 9/25,$0.13
5477,Kabuto,9/23 to 9/25,$0.31
5478,Kabuto,9/26 to 9/28,$0.10
5479,Kabuto,9/26 to 9/28,$0.38
5480,Kabuto,9/29 to 10/1,$0.11
5481,Kabuto,9/29 to 10/1,$0.46
5482,Kabuto,10/2 to 10/4,$0.09
5483,Kabuto,10/2 to 10/4,$0.59
5484,Kabuto,10/5 to 10/7,$0.08
5485,Kabuto,10/5 to 10/7,$0.38
5486,Kabuto,10/8 to 10/10,$0.07
5487,Kabuto,10/8 to 10/10,$0.48
5488,Kabuto,10/11 to 10/13,$0.06
5489,Kabuto,10/11 to 10/13,$0.60
5490,Kabutops,7/16 to 7/18,$0.00
5491,Kabutops,7/16 to 7/18,$0.00
5492,Kabutops,7/19 to 7/21,$0.00
5493,Kabutops,7/19 to 7/21,$0.00
5494,Kabutops,7/22 to 7/24,$0.00
5495,Kabutops,7/22 to 7/24,$0.00
5496,Kabutops,7/25 to 7/27,$0.00
5497,Kabutops,7/25 to 7/27,$0.00
5498,Kabutops,7/28 to 7/30,$0.00
5499,Kabutops,7/28 to 7/30,$0.00
5500,Kabutops,7/31 to 8/2,$0.00
5501,Kabutops,7/31 to 8/2,$0.00
5502,Kabutops,8/3 to 8/5,$0.00
5503,Kabutops,8/3 to 8/5,$0.00
5504,Kabutops,8/6 to 8/8,$0.00
5505,Kabutops,8/6 to 8/8,$0.00
5506,Kabutops,8/9 to 8/11,$0.00
5507,Kabutops,8/9 to 8/11,$0.00
5508,Kabutops,8/12 to 8/14,$0.00
5509,Kabutops,8/12 to 8/14,$0.00
5510,Kabutops,8/15 to 8/17,$0.00
5511,Kabutops,8/15 to 8/17,$0.00
5512,Kabutops,8/18 to 8/20,$0.00
5513,Kabutops,8/18 to 8/20,$0.00
5514,Kabutops,8/21 to 8/23,$0.00
5515,Kabutops,8/21 to 8/23,$0.00
5516,Kabutops,8/24 to 8/26,$0.00
5517,Kabutops,8/24 to 8/26,$0.00
5518,Kabutops,8/27 to 8/29,$0.00
5519,Kabutops,8/27 to 8/29,$0.00
5520,Kabutops,8/30 to 9/1,$0.00
5521,Kabutops,8/30 to 9/1,$0.00
5522,Kabutops,9/2 to 9/4,$0.00
5523,Kabutops,9/2 to 9/4,$0.00
5524,Kabutops,9/5 to 9/7,$0.00
5525,Kabutops,9/5 to 9/7,$0.00
5526,Kabutops,9/8 to 9/10,$0.00
5527,Kabutops,9/8 to 9/10,$0.00
5528,Kabutops,9/11 to 9/13,$0.00
5529,Kabutops,9/11 to 9/13,$0.00
5530,Kabutops,9/14 to 9/16,$0.00
5531,Kabutops,9/14 to 9/16,$0.00
5532,Kabutops,9/17 to 9/19,$2.05
5533,Kabutops,9/17 to 9/19,$0.00
5534,Kabutops,9/20 to 9/22,$0.96
5535,Kabutops,9/20 to 9/22,$0.28
5536,Kabutops,9/23 to 9/25,$0.48
5537,Kabutops,9/23 to 9/25,$0.28
5538,Kabutops,9/26 to 9/28,$0.39
5539,Kabutops,9/26 to 9/28,$0.28
5540,Kabutops,9/29 to 10/1,$0.40
5541,Kabutops,9/29 to 10/1,$0.23
5542,Kabutops,10/2 to 10/4,$0.51
5543,Kabutops,10/2 to 10/4,$0.23
5544,Kabutops,10/5 to 10/7,$0.45
5545,Kabutops,10/5 to 10/7,$0.15
5546,Kabutops,10/8 to 10/10,$0.56
5547,Kabutops,10/8 to 10/10,$0.18
5548,Kabutops,10/11 to 10/13,$0.63
5549,Kabutops,10/11 to 10/13,$0.21
5550,Kadabra,7/16 to 7/18,$0.00
5551,Kadabra,7/16 to 7/18,$0.00
5552,Kadabra,7/19 to 7/21,$0.00
5553,Kadabra,7/19 to 7/21,$0.00
5554,Kadabra,7/22 to 7/24,$0.00
5555,Kadabra,7/22 to 7/24,$0.00
5556,Kadabra,7/25 to 7/27,$0.00
5557,Kadabra,7/25 to 7/27,$0.00
5558,Kadabra,7/28 to 7/30,$0.00
5559,Kadabra,7/28 to 7/30,$0.00
5560,Kadabra,7/31 to 8/2,$0.00
5561,Kadabra,7/31 to 8/2,$0.00
5562,Kadabra,8/3 to 8/5,$0.00
5563,Kadabra,8/3 to 8/5,$0.00
5564,Kadabra,8/6 to 8/8,$0.00
5565,Kadabra,8/6 to 8/8,$0.00
5566,Kadabra,8/9 to 8/11,$0.00
5567,Kadabra,8/9 to 8/11,$0.00
5568,Kadabra,8/12 to 8/14,$0.00
5569,Kadabra,8/12 to 8/14,$0.00
5570,Kadabra,8/15 to 8/17,$0.00
5571,Kadabra,8/15 to 8/17,$0.00
5572,Kadabra,8/18 to 8/20,$0.00
5573,Kadabra,8/18 to 8/20,$0.00
5574,Kadabra,8/21 to 8/23,$0.00
5575,Kadabra,8/21 to 8/23,$0.00
5576,Kadabra,8/24 to 8/26,$0.00
5577,Kadabra,8/24 to 8/26,$0.00
5578,Kadabra,8/27 to 8/29,$0.00
5579,Kadabra,8/27 to 8/29,$0.00
5580,Kadabra,8/30 to 9/1,$0.00
5581,Kadabra,8/30 to 9/1,$0.00
5582,Kadabra,9/2 to 9/4,$0.00
5583,Kadabra,9/2 to 9/4,$0.00
5584,Kadabra,9/5 to 9/7,$0.00
5585,Kadabra,9/5 to 9/7,$0.00
5586,Kadabra,9/8 to 9/10,$0.00
5587,Kadabra,9/8 to 9/10,$0.00
5588,Kadabra,9/11 to 9/13,$0.00
5589,Kadabra,9/11 to 9/13,$0.00
5590,Kadabra,9/14 to 9/16,$0.00
5591,Kadabra,9/14 to 9/16,$0.00
5592,Kadabra,9/17 to 9/19,$0.99
5593,Kadabra,9/17 to 9/19,$0.95
5594,Kadabra,9/20 to 9/22,$0.50
5595,Kadabra,9/20 to 9/22,$0.71
5596,Kadabra,9/23 to 9/25,$0.19
5597,Kadabra,9/23 to 9/25,$0.56
5598,Kadabra,9/26 to 9/28,$0.18
5599,Kadabra,9/26 to 9/28,$0.46
5600,Kadabra,9/29 to 10/1,$0.16
5601,Kadabra,9/29 to 10/1,$0.52
5602,Kadabra,10/2 to 10/4,$0.16
5603,Kadabra,10/2 to 10/4,$0.59
5604,Kadabra,10/5 to 10/7,$0.12
5605,Kadabra,10/5 to 10/7,$0.40
5606,Kadabra,10/8 to 10/10,$0.10
5607,Kadabra,10/8 to 10/10,$0.48
5608,Kadabra,10/11 to 10/13,$0.11
5609,Kadabra,10/11 to 10/13,$0.34
5610,Kakuna,7/16 to 7/18,$0.00
5611,Kakuna,7/16 to 7/18,$0.00
5612,Kakuna,7/19 to 7/21,$0.00
5613,Kakuna,7/19 to 7/21,$0.00
5614,Kakuna,7/22 to 7/24,$0.00
5615,Kakuna,7/22 to 7/24,$0.00
5616,Kakuna,7/25 to 7/27,$0.00
5617,Kakuna,7/25 to 7/27,$0.00
5618,Kakuna,7/28 to 7/30,$0.00
5619,Kakuna,7/28 to 7/30,$0.00
5620,Kakuna,7/31 to 8/2,$0.00
5621,Kakuna,7/31 to 8/2,$0.00
5622,Kakuna,8/3 to 8/5,$0.00
5623,Kakuna,8/3 to 8/5,$0.00
5624,Kakuna,8/6 to 8/8,$0.00
5625,Kakuna,8/6 to 8/8,$0.00
5626,Kakuna,8/9 to 8/11,$0.00
5627,Kakuna,8/9 to 8/11,$0.00
5628,Kakuna,8/12 to 8/14,$0.00
5629,Kakuna,8/12 to 8/14,$0.00
5630,Kakuna,8/15 to 8/17,$0.00
5631,Kakuna,8/15 to 8/17,$0.00
5632,Kakuna,8/18 to 8/20,$0.00
5633,Kakuna,8/18 to 8/20,$0.00
5634,Kakuna,8/21 to 8/23,$0.00
5635,Kakuna,8/21 to 8/23,$0.00
5636,Kakuna,8/24 to 8/26,$0.00
5637,Kakuna,8/24 to 8/26,$0.00
5638,Kakuna,8/27 to 8/29,$0.00
5639,Kakuna,8/27 to 8/29,$0.00
5640,Kakuna,8/30 to 9/1,$0.00
5641,Kakuna,8/30 to 9/1,$0.00
5642,Kakuna,9/2 to 9/4,$0.00
5643,Kakuna,9/2 to 9/4,$0.00
5644,Kakuna,9/5 to 9/7,$0.00
5645,Kakuna,9/5 to 9/7,$0.00
5646,Kakuna,9/8 to 9/10,$0.00
5647,Kakuna,9/8 to 9/10,$0.00
5648,Kakuna,9/11 to 9/13,$0.00
5649,Kakuna,9/11 to 9/13,$0.00
5650,Kakuna,9/14 to 9/16,$0.00
5651,Kakuna,9/14 to 9/16,$0.00
5652,Kakuna,9/17 to 9/19,$0.00
5653,Kakuna,9/17 to 9/19,$0.00
5654,Kakuna,9/20 to 9/22,$0.17
5655,Kakuna,9/20 to 9/22,$0.29
5656,Kakuna,9/23 to 9/25,$0.12
5657,Kakuna,9/23 to 9/25,$0.36
5658,Kakuna,9/26 to 9/28,$0.11
5659,Kakuna,9/26 to 9/28,$0.29
5660,Kakuna,9/29 to 10/1,$0.13
5661,Kakuna,9/29 to 10/1,$0.41
5662,Kakuna,10/2 to 10/4,$0.12
5663,Kakuna,10/2 to 10/4,$0.54
5664,Kakuna,10/5 to 10/7,$0.13
5665,Kakuna,10/5 to 10/7,$0.61
5666,Kakuna,10/8 to 10/10,$0.13
5667,Kakuna,10/8 to 10/10,$0.69
5668,Kakuna,10/11 to 10/13,$0.13
5669,Kakuna,10/11 to 10/13,$0.62
5670,Kangaskhan ex - 115/165,7/16 to 7/18,$0.00
5671,Kangaskhan ex - 115/165,7/19 to 7/21,$0.00
5672,Kangaskhan ex - 115/165,7/22 to 7/24,$0.00
5673,Kangaskhan ex - 115/165,7/25 to 7/27,$0.00
5674,Kangaskhan ex - 115/165,7/28 to 7/30,$0.00
5675,Kangaskhan ex - 115/165,7/31 to 8/2,$0.00
5676,Kangaskhan ex - 115/165,8/3 to 8/5,$0.00
5677,Kangaskhan ex - 115/165,8/6 to 8/8,$0.00
5678,Kangaskhan ex - 115/165,8/9 to 8/11,$0.00
5679,Kangaskhan ex - 115/165,8/12 to 8/14,$0.00
5680,Kangaskhan ex - 115/165,8/15 to 8/17,$0.00
5681,Kangaskhan ex - 115/165,8/18 to 8/20,$0.00
5682,Kangaskhan ex - 115/165,8/21 to 8/23,$0.00
5683,Kangaskhan ex - 115/165,8/24 to 8/26,$0.00
5684,Kangaskhan ex - 115/165,8/27 to 8/29,$0.00
5685,Kangaskhan ex - 115/165,8/30 to 9/1,$0.00
5686,Kangaskhan ex - 115/165,9/2 to 9/4,$0.00
5687,Kangaskhan ex - 115/165,9/5 to 9/7,$0.00
5688,Kangaskhan ex - 115/165,9/8 to 9/10,$0.00
5689,Kangaskhan ex - 115/165,9/11 to 9/13,$0.00
5690,Kangaskhan ex - 115/165,9/14 to 9/16,$0.00
5691,Kangaskhan ex - 115/165,9/17 to 9/19,$19.95
5692,Kangaskhan ex - 115/165,9/20 to 9/22,$5.14
5693,Kangaskhan ex - 115/165,9/23 to 9/25,$1.03
5694,Kangaskhan ex - 115/165,9/26 to 9/28,$1.11
5695,Kangaskhan ex - 115/165,9/29 to 10/1,$1.16
5696,Kangaskhan ex - 115/165,10/2 to 10/4,$1.08
5697,Kangaskhan ex - 115/165,10/5 to 10/7,$1.02
5698,Kangaskhan ex - 115/165,10/8 to 10/10,$1.37
5699,Kangaskhan ex - 115/165,10/11 to 10/13,$1.30
5700,Kangaskhan ex - 190/165,7/16 to 7/18,$0.00
5701,Kangaskhan ex - 190/165,7/19 to 7/21,$0.00
5702,Kangaskhan ex - 190/165,7/22 to 7/24,$0.00
5703,Kangaskhan ex - 190/165,7/25 to 7/27,$0.00
5704,Kangaskhan ex - 190/165,7/28 to 7/30,$0.00
5705,Kangaskhan ex - 190/165,7/31 to 8/2,$0.00
5706,Kangaskhan ex - 190/165,8/3 to 8/5,$0.00
5707,Kangaskhan ex - 190/165,8/6 to 8/8,$0.00
5708,Kangaskhan ex - 190/165,8/9 to 8/11,$0.00
5709,Kangaskhan ex - 190/165,8/12 to 8/14,$0.00
5710,Kangaskhan ex - 190/165,8/15 to 8/17,$0.00
5711,Kangaskhan ex - 190/165,8/18 to 8/20,$0.00
5712,Kangaskhan ex - 190/165,8/21 to 8/23,$0.00
5713,Kangaskhan ex - 190/165,8/24 to 8/26,$0.00
5714,Kangaskhan ex - 190/165,8/27 to 8/29,$0.00
5715,Kangaskhan ex - 190/165,8/30 to 9/1,$0.00
5716,Kangaskhan ex - 190/165,9/2 to 9/4,$0.00
5717,Kangaskhan ex - 190/165,9/5 to 9/7,$0.00
5718,Kangaskhan ex - 190/165,9/8 to 9/10,$0.00
5719,Kangaskhan ex - 190/165,9/11 to 9/13,$0.00
5720,Kangaskhan ex - 190/165,9/14 to 9/16,$0.00
5721,Kangaskhan ex - 190/165,9/17 to 9/19,$0.00
5722,Kangaskhan ex - 190/165,9/20 to 9/22,$3.27
5723,Kangaskhan ex - 190/165,9/23 to 9/25,$3.22
5724,Kangaskhan ex - 190/165,9/26 to 9/28,$3.49
5725,Kangaskhan ex - 190/165,9/29 to 10/1,$4.27
5726,Kangaskhan ex - 190/165,10/2 to 10/4,$4.63
5727,Kangaskhan ex - 190/165,10/5 to 10/7,$4.40
5728,Kangaskhan ex - 190/165,10/8 to 10/10,$6.41
5729,Kangaskhan ex - 190/165,10/11 to 10/13,$7.14
5730,Kingler,7/16 to 7/18,$0.00
5731,Kingler,7/16 to 7/18,$0.00
5732,Kingler,7/19 to 7/21,$0.00
5733,Kingler,7/19 to 7/21,$0.00
5734,Kingler,7/22 to 7/24,$0.00
5735,Kingler,7/22 to 7/24,$0.00
5736,Kingler,7/25 to 7/27,$0.00
5737,Kingler,7/25 to 7/27,$0.00
5738,Kingler,7/28 to 7/30,$0.00
5739,Kingler,7/28 to 7/30,$0.00
5740,Kingler,7/31 to 8/2,$0.00
5741,Kingler,7/31 to 8/2,$0.00
5742,Kingler,8/3 to 8/5,$0.00
5743,Kingler,8/3 to 8/5,$0.00
5744,Kingler,8/6 to 8/8,$0.00
5745,Kingler,8/6 to 8/8,$0.00
5746,Kingler,8/9 to 8/11,$0.00
5747,Kingler,8/9 to 8/11,$0.00
5748,Kingler,8/12 to 8/14,$0.00
5749,Kingler,8/12 to 8/14,$0.00
5750,Kingler,8/15 to 8/17,$0.00
5751,Kingler,8/15 to 8/17,$0.00
5752,Kingler,8/18 to 8/20,$0.00
5753,Kingler,8/18 to 8/20,$0.00
5754,Kingler,8/21 to 8/23,$0.00
5755,Kingler,8/21 to 8/23,$0.00
5756,Kingler,8/24 to 8/26,$0.00
5757,Kingler,8/24 to 8/26,$0.00
5758,Kingler,8/27 to 8/29,$0.00
5759,Kingler,8/27 to 8/29,$0.00
5760,Kingler,8/30 to 9/1,$0.00
5761,Kingler,8/30 to 9/1,$0.00
5762,Kingler,9/2 to 9/4,$0.00
5763,Kingler,9/2 to 9/4,$0.00
5764,Kingler,9/5 to 9/7,$0.00
5765,Kingler,9/5 to 9/7,$0.00
5766,Kingler,9/8 to 9/10,$0.00
5767,Kingler,9/8 to 9/10,$0.00
5768,Kingler,9/11 to 9/13,$0.00
5769,Kingler,9/11 to 9/13,$0.00
5770,Kingler,9/14 to 9/16,$0.00
5771,Kingler,9/14 to 9/16,$0.00
5772,Kingler,9/17 to 9/19,$0.00
5773,Kingler,9/17 to 9/19,$0.00
5774,Kingler,9/20 to 9/22,$0.17
5775,Kingler,9/20 to 9/22,$0.26
5776,Kingler,9/23 to 9/25,$0.11
5777,Kingler,9/23 to 9/25,$0.31
5778,Kingler,9/26 to 9/28,$0.08
5779,Kingler,9/26 to 9/28,$0.30
5780,Kingler,9/29 to 10/1,$0.11
5781,Kingler,9/29 to 10/1,$0.35
5782,Kingler,10/2 to 10/4,$0.08
5783,Kingler,10/2 to 10/4,$0.48
5784,Kingler,10/5 to 10/7,$0.09
5785,Kingler,10/5 to 10/7,$0.44
5786,Kingler,10/8 to 10/10,$0.07
5787,Kingler,10/8 to 10/10,$0.51
5788,Kingler,10/11 to 10/13,$0.08
5789,Kingler,10/11 to 10/13,$0.70
5790,Koffing,7/16 to 7/18,$0.00
5791,Koffing,7/16 to 7/18,$0.00
5792,Koffing,7/19 to 7/21,$0.00
5793,Koffing,7/19 to 7/21,$0.00
5794,Koffing,7/22 to 7/24,$0.00
