,Product,Date Range,Market Price
467,151 Poster Collection Case,9/5 to 9/7,$169.61
468,151 Poster Collection Case,9/8 to 9/10,$169.61
469,151 Poster Collection Case,9/11 to 9/13,$169.61
470,151 Poster Collection Case,9/14 to 9/16,$169.61
471,151 Poster Collection Case,9/17 to 9/19,$169.61
472,151 Poster Collection Case,9/20 to 9/22,$169.61
473,151 Poster Collection Case,9/23 to 9/25,$169.61
474,151 Poster Collection Case,9/26 to 9/28,$149.45
475,151 Poster Collection Case,9/29 to 10/1,$120.14
476,151 Poster Collection Case,10/2 to 10/4,$116.22
477,151 Poster Collection Case,10/5 to 10/7,$114.64
478,151 Poster Collection Case,10/8 to 10/10,$113.73
479,151 Poster Collection Case,10/11 to 10/13,$114.37
480,151 Ultra-Premium Collection,7/16 to 7/18,$129.62
481,151 Ultra-Premium Collection,7/19 to 7/21,$128.69
482,151 Ultra-Premium Collection,7/22 to 7/24,$127.14
483,151 Ultra-Premium Collection,7/25 to 7/27,$126.75
484,151 Ultra-Premium Collection,7/28 to 7/30,$126.45
485,151 Ultra-Premium Collection,7/31 to 8/2,$126.02
486,151 Ultra-Premium Collection,8/3 to 8/5,$124.21
487,151 Ultra-Premium Collection,8/6 to 8/8,$123.54
488,151 Ultra-Premium Collection,8/9 to 8/11,$114.23
489,151 Ultra-Premium Collection,8/12 to 8/14,$111.44
490,151 Ultra-Premium Collection,8/15 to 8/17,$109.87
491,151 Ultra-Premium Collection,8/18 to 8/20,$117.35
492,151 Ultra-Premium Collection,8/21 to 8/23,$119.97
493,151 Ultra-Premium Collection,8/24 to 8/26,$119.96
494,151 Ultra-Premium Collection,8/27 to 8/29,$119.92
495,151 Ultra-Premium Collection,8/30 to 9/1,$119.89
496,151 Ultra-Premium Collection,9/2 to 9/4,$133.18
497,151 Ultra-Premium Collection,9/5 to 9/7,$160.34
498,151 Ultra-Premium Collection,9/8 to 9/10,$157.58
499,151 Ultra-Premium Collection,9/11 to 9/13,$155.15
500,151 Ultra-Premium Collection,9/14 to 9/16,$151.90
501,151 Ultra-Premium Collection,9/17 to 9/19,$135.24
502,151 Ultra-Premium Collection,9/20 to 9/22,$129.09
503,151 Ultra-Premium Collection,9/23 to 9/25,$129.10
504,151 Ultra-Premium Collection,9/26 to 9/28,$125.80
505,151 Ultra-Premium Collection,9/29 to 10/1,$134.51
506,151 Ultra-Premium Collection,10/2 to 10/4,$122.81
507,151 Ultra-Premium Collection,10/5 to 10/7,$114.30
508,151 Ultra-Premium Collection,10/8 to 10/10,$113.05
509,151 Ultra-Premium Collection,10/11 to 10/13,$113.52
510,151 Ultra-Premium Collection Case,7/16 to 7/18,$0.00
511,151 Ultra-Premium Collection Case,7/19 to 7/21,$0.00
512,151 Ultra-Premium Collection Case,7/22 to 7/24,$0.00
513,151 Ultra-Premium Collection Case,7/25 to 7/27,$0.00
514,151 Ultra-Premium Collection Case,7/28 to 7/30,$0.00
515,151 Ultra-Premium Collection Case,7/31 to 8/2,$0.00
516,151 Ultra-Premium Collection Case,8/3 to 8/5,$0.00
517,151 Ultra-Premium Collection Case,8/6 to 8/8,$0.00
518,151 Ultra-Premium Collection Case,8/9 to 8/11,$0.00
519,151 Ultra-Premium Collection Case,8/12 to 8/14,$0.00
520,151 Ultra-Premium Collection Case,8/15 to 8/17,$0.00
521,151 Ultra-Premium Collection Case,8/18 to 8/20,$0.00
522,151 Ultra-Premium Collection Case,8/21 to 8/23,$0.00
523,151 Ultra-Premium Collection Case,8/24 to 8/26,$0.00
524,151 Ultra-Premium Collection Case,8/27 to 8/29,$0.00
525,151 Ultra-Premium Collection Case,8/30 to 9/1,$0.00
526,151 Ultra-Premium Collection Case,9/2 to 9/4,$0.00
527,151 Ultra-Premium Collection Case,9/5 to 9/7,$0.00
528,151 Ultra-Premium Collection Case,9/8 to 9/10,$0.00
529,151 Ultra-Premium Collection Case,9/11 to 9/13,$589.92
530,151 Ultra-Premium Collection Case,9/14 to 9/16,$588.84
531,151 Ultra-Premium Collection Case,9/17 to 9/19,$587.70
532,151 Ultra-Premium Collection Case,9/20 to 9/22,$587.56
533,151 Ultra-Premium Collection Case,9/23 to 9/25,$586.85
534,151 Ultra-Premium Collection Case,9/26 to 9/28,$585.31
535,151 Ultra-Premium Collection Case,9/29 to 10/1,$580.53
536,151 Ultra-Premium Collection Case,10/2 to 10/4,$562.07
537,151 Ultra-Premium Collection Case,10/5 to 10/7,$533.59
538,151 Ultra-Premium Collection Case,10/8 to 10/10,$510.84
539,151 Ultra-Premium Collection Case,10/11 to 10/13,$501.60
540,151: Zapdos ex Collection,7/16 to 7/18,$32.39
541,151: Zapdos ex Collection,7/19 to 7/21,$32.20
542,151: Zapdos ex Collection,7/22 to 7/24,$31.07
543,151: Zapdos ex Collection,7/25 to 7/27,$30.29
544,151: Zapdos ex Collection,7/28 to 7/30,$29.40
545,151: Zapdos ex Collection,7/31 to 8/2,$28.22
546,151: Zapdos ex Collection,8/3 to 8/5,$27.21
547,151: Zapdos ex Collection,8/6 to 8/8,$27.01
548,151: Zapdos ex Collection,8/9 to 8/11,$26.21
549,151: Zapdos ex Collection,8/12 to 8/14,$25.75
550,151: Zapdos ex Collection,8/15 to 8/17,$24.95
551,151: Zapdos ex Collection,8/18 to 8/20,$23.53
552,151: Zapdos ex Collection,8/21 to 8/23,$22.73
553,151: Zapdos ex Collection,8/24 to 8/26,$22.40
554,151: Zapdos ex Collection,8/27 to 8/29,$22.10
555,151: Zapdos ex Collection,8/30 to 9/1,$21.92
556,151: Zapdos ex Collection,9/2 to 9/4,$21.81
557,151: Zapdos ex Collection,9/5 to 9/7,$21.75
558,151: Zapdos ex Collection,9/8 to 9/10,$21.72
559,151: Zapdos ex Collection,9/11 to 9/13,$21.70
560,151: Zapdos ex Collection,9/14 to 9/16,$21.72
561,151: Zapdos ex Collection,9/17 to 9/19,$21.67
562,151: Zapdos ex Collection,9/20 to 9/22,$21.71
563,151: Zapdos ex Collection,9/23 to 9/25,$24.30
564,151: Zapdos ex Collection,9/26 to 9/28,$28.96
565,151: Zapdos ex Collection,9/29 to 10/1,$31.49
566,151: Zapdos ex Collection,10/2 to 10/4,$28.27
567,151: Zapdos ex Collection,10/5 to 10/7,$25.92
568,151: Zapdos ex Collection,10/8 to 10/10,$25.73
569,151: Zapdos ex Collection,10/11 to 10/13,$23.10
570,Abra,7/16 to 7/18,$0.00
571,Abra,7/16 to 7/18,$0.00
572,Abra,7/19 to 7/21,$0.00
573,Abra,7/19 to 7/21,$0.00
574,Abra,7/22 to 7/24,$0.00
575,Abra,7/22 to 7/24,$0.00
576,Abra,7/25 to 7/27,$0.00
577,Abra,7/25 to 7/27,$0.00
578,Abra,7/28 to 7/30,$0.00
579,Abra,7/28 to 7/30,$0.00
580,Abra,7/31 to 8/2,$0.00
581,Abra,7/31 to 8/2,$0.00
582,Abra,8/3 to 8/5,$0.00
583,Abra,8/3 to 8/5,$0.00
584,Abra,8/6 to 8/8,$0.00
585,Abra,8/6 to 8/8,$0.00
586,Abra,8/9 to 8/11,$0.00
587,Abra,8/9 to 8/11,$0.00
588,Abra,8/12 to 8/14,$0.00
589,Abra,8/12 to 8/14,$0.00
590,Abra,8/15 to 8/17,$0.00
591,Abra,8/15 to 8/17,$0.00
592,Abra,8/18 to 8/20,$0.00
593,Abra,8/18 to 8/20,$0.00
594,Abra,8/21 to 8/23,$0.00
595,Abra,8/21 to 8/23,$0.00
596,Abra,8/24 to 8/26,$0.00
597,Abra,8/24 to 8/26,$0.00
598,Abra,8/27 to 8/29,$0.00
599,Abra,8/27 to 8/29,$0.00
600,Abra,8/30 to 9/1,$0.00
601,Abra,8/30 to 9/1,$0.00
602,Abra,9/2 to 9/4,$0.00
603,Abra,9/2 to 9/4,$0.00
604,Abra,9/5 to 9/7,$0.00
605,Abra,9/5 to 9/7,$0.00
606,Abra,9/8 to 9/10,$0.00
607,Abra,9/8 to 9/10,$0.00
608,Abra,9/11 to 9/13,$0.00
609,Abra,9/11 to 9/13,$0.00
610,Abra,9/14 to 9/16,$0.00
611,Abra,9/14 to 9/16,$0.00
612,Abra,9/17 to 9/19,$0.98
613,Abra,9/17 to 9/19,$0.00
614,Abra,9/20 to 9/22,$0.44
615,Abra,9/20 to 9/22,$0.76
616,Abra,9/23 to 9/25,$0.22
617,Abra,9/23 to 9/25,$0.44
618,Abra,9/26 to 9/28,$0.20
619,Abra,9/26 to 9/28,$0.38
620,Abra,9/29 to 10/1,$0.14
621,Abra,9/29 to 10/1,$0.39
622,Abra,10/2 to 10/4,$0.14
623,Abra,10/2 to 10/4,$0.49
624,Abra,10/5 to 10/7,$0.10
625,Abra,10/5 to 10/7,$0.36
626,Abra,10/8 to 10/10,$0.11
627,Abra,10/8 to 10/10,$0.32
628,Abra,10/11 to 10/13,$0.09
629,Abra,10/11 to 10/13,$0.25
630,Aerodactyl,7/16 to 7/18,$0.00
631,Aerodactyl,7/16 to 7/18,$0.00
632,Aerodactyl,7/19 to 7/21,$0.00
633,Aerodactyl,7/19 to 7/21,$0.00
634,Aerodactyl,7/22 to 7/24,$0.00
635,Aerodactyl,7/22 to 7/24,$0.00
636,Aerodactyl,7/25 to 7/27,$0.00
637,Aerodactyl,7/25 to 7/27,$0.00
638,Aerodactyl,7/28 to 7/30,$0.00
639,Aerodactyl,7/28 to 7/30,$0.00
640,Aerodactyl,7/31 to 8/2,$0.00
641,Aerodactyl,7/31 to 8/2,$0.00
642,Aerodactyl,8/3 to 8/5,$0.00
643,Aerodactyl,8/3 to 8/5,$0.00
644,Aerodactyl,8/6 to 8/8,$0.00
645,Aerodactyl,8/6 to 8/8,$0.00
646,Aerodactyl,8/9 to 8/11,$0.00
647,Aerodactyl,8/9 to 8/11,$0.00
648,Aerodactyl,8/12 to 8/14,$0.00
649,Aerodactyl,8/12 to 8/14,$0.00
650,Aerodactyl,8/15 to 8/17,$0.00
651,Aerodactyl,8/15 to 8/17,$0.00
652,Aerodactyl,8/18 to 8/20,$0.00
653,Aerodactyl,8/18 to 8/20,$0.00
654,Aerodactyl,8/21 to 8/23,$0.00
655,Aerodactyl,8/21 to 8/23,$0.00
656,Aerodactyl,8/24 to 8/26,$0.00
657,Aerodactyl,8/24 to 8/26,$0.00
658,Aerodactyl,8/27 to 8/29,$0.00
659,Aerodactyl,8/27 to 8/29,$0.00
660,Aerodactyl,8/30 to 9/1,$0.00
661,Aerodactyl,8/30 to 9/1,$0.00
662,Aerodactyl,9/2 to 9/4,$0.00
663,Aerodactyl,9/2 to 9/4,$0.00
664,Aerodactyl,9/5 to 9/7,$0.00
665,Aerodactyl,9/5 to 9/7,$0.00
666,Aerodactyl,9/8 to 9/10,$0.00
667,Aerodactyl,9/8 to 9/10,$0.00
668,Aerodactyl,9/11 to 9/13,$0.00
669,Aerodactyl,9/11 to 9/13,$0.00
670,Aerodactyl,9/14 to 9/16,$1.00
671,Aerodactyl,9/14 to 9/16,$0.00
672,Aerodactyl,9/17 to 9/19,$1.00
673,Aerodactyl,9/17 to 9/19,$0.00
674,Aerodactyl,9/20 to 9/22,$0.56
675,Aerodactyl,9/20 to 9/22,$0.52
676,Aerodactyl,9/23 to 9/25,$0.32
677,Aerodactyl,9/23 to 9/25,$0.66
678,Aerodactyl,9/26 to 9/28,$0.30
679,Aerodactyl,9/26 to 9/28,$0.59
680,Aerodactyl,9/29 to 10/1,$0.32
681,Aerodactyl,9/29 to 10/1,$0.66
682,Aerodactyl,10/2 to 10/4,$0.35
683,Aerodactyl,10/2 to 10/4,$0.65
684,Aerodactyl,10/5 to 10/7,$0.23
685,Aerodactyl,10/5 to 10/7,$0.62
686,Aerodactyl,10/8 to 10/10,$0.25
687,Aerodactyl,10/8 to 10/10,$0.63
688,Aerodactyl,10/11 to 10/13,$0.21
689,Aerodactyl,10/11 to 10/13,$0.72
690,Alakazam ex - 065/165,7/16 to 7/18,$0.00
691,Alakazam ex - 065/165,7/19 to 7/21,$0.00
692,Alakazam ex - 065/165,7/22 to 7/24,$0.00
693,Alakazam ex - 065/165,7/25 to 7/27,$0.00
694,Alakazam ex - 065/165,7/28 to 7/30,$0.00
695,Alakazam ex - 065/165,7/31 to 8/2,$0.00
696,Alakazam ex - 065/165,8/3 to 8/5,$0.00
697,Alakazam ex - 065/165,8/6 to 8/8,$0.00
698,Alakazam ex - 065/165,8/9 to 8/11,$0.00
699,Alakazam ex - 065/165,8/12 to 8/14,$0.00
700,Alakazam ex - 065/165,8/15 to 8/17,$0.00
701,Alakazam ex - 065/165,8/18 to 8/20,$0.00
702,Alakazam ex - 065/165,8/21 to 8/23,$0.00
703,Alakazam ex - 065/165,8/24 to 8/26,$0.00
704,Alakazam ex - 065/165,8/27 to 8/29,$0.00
705,Alakazam ex - 065/165,8/30 to 9/1,$0.00
706,Alakazam ex - 065/165,9/2 to 9/4,$0.00
707,Alakazam ex - 065/165,9/5 to 9/7,$0.00
708,Alakazam ex - 065/165,9/8 to 9/10,$0.00
709,Alakazam ex - 065/165,9/11 to 9/13,$0.00
710,Alakazam ex - 065/165,9/14 to 9/16,$0.00
711,Alakazam ex - 065/165,9/17 to 9/19,$8.00
712,Alakazam ex - 065/165,9/20 to 9/22,$4.48
713,Alakazam ex - 065/165,9/23 to 9/25,$6.25
714,Alakazam ex - 065/165,9/26 to 9/28,$5.76
715,Alakazam ex - 065/165,9/29 to 10/1,$5.76
716,Alakazam ex - 065/165,10/2 to 10/4,$4.94
717,Alakazam ex - 065/165,10/5 to 10/7,$3.71
718,Alakazam ex - 065/165,10/8 to 10/10,$3.85
719,Alakazam ex - 065/165,10/11 to 10/13,$3.71
720,Alakazam ex - 188/165,7/16 to 7/18,$0.00
721,Alakazam ex - 188/165,7/19 to 7/21,$0.00
722,Alakazam ex - 188/165,7/22 to 7/24,$0.00
723,Alakazam ex - 188/165,7/25 to 7/27,$0.00
724,Alakazam ex - 188/165,7/28 to 7/30,$0.00
725,Alakazam ex - 188/165,7/31 to 8/2,$0.00
726,Alakazam ex - 188/165,8/3 to 8/5,$0.00
727,Alakazam ex - 188/165,8/6 to 8/8,$0.00
728,Alakazam ex - 188/165,8/9 to 8/11,$0.00
729,Alakazam ex - 188/165,8/12 to 8/14,$0.00
730,Alakazam ex - 188/165,8/15 to 8/17,$0.00
731,Alakazam ex - 188/165,8/18 to 8/20,$0.00
732,Alakazam ex - 188/165,8/21 to 8/23,$0.00
733,Alakazam ex - 188/165,8/24 to 8/26,$0.00
734,Alakazam ex - 188/165,8/27 to 8/29,$0.00
735,Alakazam ex - 188/165,8/30 to 9/1,$0.00
736,Alakazam ex - 188/165,9/2 to 9/4,$0.00
737,Alakazam ex - 188/165,9/5 to 9/7,$0.00
738,Alakazam ex - 188/165,9/8 to 9/10,$0.00
739,Alakazam ex - 188/165,9/11 to 9/13,$0.00
740,Alakazam ex - 188/165,9/14 to 9/16,$0.00
741,Alakazam ex - 188/165,9/17 to 9/19,$9.99
742,Alakazam ex - 188/165,9/20 to 9/22,$8.58
743,Alakazam ex - 188/165,9/23 to 9/25,$8.52
744,Alakazam ex - 188/165,9/26 to 9/28,$9.47
745,Alakazam ex - 188/165,9/29 to 10/1,$11.09
746,Alakazam ex - 188/165,10/2 to 10/4,$9.50
747,Alakazam ex - 188/165,10/5 to 10/7,$7.58
748,Alakazam ex - 188/165,10/8 to 10/10,$9.09
749,Alakazam ex - 188/165,10/11 to 10/13,$9.13
750,Alakazam ex - 201/165,7/16 to 7/18,$0.00
751,Alakazam ex - 201/165,7/19 to 7/21,$0.00
752,Alakazam ex - 201/165,7/22 to 7/24,$0.00
753,Alakazam ex - 201/165,7/25 to 7/27,$0.00
754,Alakazam ex - 201/165,7/28 to 7/30,$0.00
755,Alakazam ex - 201/165,7/31 to 8/2,$0.00
756,Alakazam ex - 201/165,8/3 to 8/5,$0.00
757,Alakazam ex - 201/165,8/6 to 8/8,$0.00
758,Alakazam ex - 201/165,8/9 to 8/11,$0.00
759,Alakazam ex - 201/165,8/12 to 8/14,$0.00
760,Alakazam ex - 201/165,8/15 to 8/17,$0.00
761,Alakazam ex - 201/165,8/18 to 8/20,$0.00
762,Alakazam ex - 201/165,8/21 to 8/23,$0.00
763,Alakazam ex - 201/165,8/24 to 8/26,$0.00
764,Alakazam ex - 201/165,8/27 to 8/29,$0.00
765,Alakazam ex - 201/165,8/30 to 9/1,$0.00
766,Alakazam ex - 201/165,9/2 to 9/4,$0.00
767,Alakazam ex - 201/165,9/5 to 9/7,$0.00
768,Alakazam ex - 201/165,9/8 to 9/10,$0.00
769,Alakazam ex - 201/165,9/11 to 9/13,$0.00
770,Alakazam ex - 201/165,9/14 to 9/16,$0.00
771,Alakazam ex - 201/165,9/17 to 9/19,$0.00
772,Alakazam ex - 201/165,9/20 to 9/22,$28.86
773,Alakazam ex - 201/165,9/23 to 9/25,$45.03
774,Alakazam ex - 201/165,9/26 to 9/28,$43.20
775,Alakazam ex - 201/165,9/29 to 10/1,$41.43
776,Alakazam ex - 201/165,10/2 to 10/4,$39.31
777,Alakazam ex - 201/165,10/5 to 10/7,$35.52
778,Alakazam ex - 201/165,10/8 to 10/10,$35.63
779,Alakazam ex - 201/165,10/11 to 10/13,$36.84
780,Antique Dome Fossil,7/16 to 7/18,$0.00
781,Antique Dome Fossil,7/16 to 7/18,$0.00
782,Antique Dome Fossil,7/19 to 7/21,$0.00
783,Antique Dome Fossil,7/19 to 7/21,$0.00
784,Antique Dome Fossil,7/22 to 7/24,$0.00
785,Antique Dome Fossil,7/22 to 7/24,$0.00
786,Antique Dome Fossil,7/25 to 7/27,$0.00
787,Antique Dome Fossil,7/25 to 7/27,$0.00
788,Antique Dome Fossil,7/28 to 7/30,$0.00
789,Antique Dome Fossil,7/28 to 7/30,$0.00
790,Antique Dome Fossil,7/31 to 8/2,$0.00
791,Antique Dome Fossil,7/31 to 8/2,$0.00
792,Antique Dome Fossil,8/3 to 8/5,$0.00
793,Antique Dome Fossil,8/3 to 8/5,$0.00
794,Antique Dome Fossil,8/6 to 8/8,$0.00
795,Antique Dome Fossil,8/6 to 8/8,$0.00
796,Antique Dome Fossil,8/9 to 8/11,$0.00
797,Antique Dome Fossil,8/9 to 8/11,$0.00
798,Antique Dome Fossil,8/12 to 8/14,$0.00
799,Antique Dome Fossil,8/12 to 8/14,$0.00
800,Antique Dome Fossil,8/15 to 8/17,$0.00
801,Antique Dome Fossil,8/15 to 8/17,$0.00
802,Antique Dome Fossil,8/18 to 8/20,$0.00
803,Antique Dome Fossil,8/18 to 8/20,$0.00
804,Antique Dome Fossil,8/21 to 8/23,$0.00
805,Antique Dome Fossil,8/21 to 8/23,$0.00
806,Antique Dome Fossil,8/24 to 8/26,$0.00
807,Antique Dome Fossil,8/24 to 8/26,$0.00
808,Antique Dome Fossil,8/27 to 8/29,$0.00
809,Antique Dome Fossil,8/27 to 8/29,$0.00
810,Antique Dome Fossil,8/30 to 9/1,$0.00
811,Antique Dome Fossil,8/30 to 9/1,$0.00
812,Antique Dome Fossil,9/2 to 9/4,$0.00
813,Antique Dome Fossil,9/2 to 9/4,$0.00
814,Antique Dome Fossil,9/5 to 9/7,$0.00
815,Antique Dome Fossil,9/5 to 9/7,$0.00
816,Antique Dome Fossil,9/8 to 9/10,$0.00
817,Antique Dome Fossil,9/8 to 9/10,$0.00
818,Antique Dome Fossil,9/11 to 9/13,$0.00
819,Antique Dome Fossil,9/11 to 9/13,$0.00
820,Antique Dome Fossil,9/14 to 9/16,$0.00
821,Antique Dome Fossil,9/14 to 9/16,$0.00
822,Antique Dome Fossil,9/17 to 9/19,$0.50
823,Antique Dome Fossil,9/17 to 9/19,$0.00
824,Antique Dome Fossil,9/20 to 9/22,$0.26
825,Antique Dome Fossil,9/20 to 9/22,$0.30
826,Antique Dome Fossil,9/23 to 9/25,$0.12
827,Antique Dome Fossil,9/23 to 9/25,$0.55
828,Antique Dome Fossil,9/26 to 9/28,$0.13
829,Antique Dome Fossil,9/26 to 9/28,$0.42
830,Antique Dome Fossil,9/29 to 10/1,$0.11
831,Antique Dome Fossil,9/29 to 10/1,$0.37
832,Antique Dome Fossil,10/2 to 10/4,$0.09
833,Antique Dome Fossil,10/2 to 10/4,$0.44
834,Antique Dome Fossil,10/5 to 10/7,$0.09
835,Antique Dome Fossil,10/5 to 10/7,$0.34
836,Antique Dome Fossil,10/8 to 10/10,$0.10
837,Antique Dome Fossil,10/8 to 10/10,$0.45
838,Antique Dome Fossil,10/11 to 10/13,$0.10
839,Antique Dome Fossil,10/11 to 10/13,$0.53
840,Antique Helix Fossil,7/16 to 7/18,$0.00
841,Antique Helix Fossil,7/16 to 7/18,$0.00
842,Antique Helix Fossil,7/19 to 7/21,$0.00
843,Antique Helix Fossil,7/19 to 7/21,$0.00
844,Antique Helix Fossil,7/22 to 7/24,$0.00
845,Antique Helix Fossil,7/22 to 7/24,$0.00
846,Antique Helix Fossil,7/25 to 7/27,$0.00
847,Antique Helix Fossil,7/25 to 7/27,$0.00
848,Antique Helix Fossil,7/28 to 7/30,$0.00
849,Antique Helix Fossil,7/28 to 7/30,$0.00
850,Antique Helix Fossil,7/31 to 8/2,$0.00
851,Antique Helix Fossil,7/31 to 8/2,$0.00
852,Antique Helix Fossil,8/3 to 8/5,$0.00
853,Antique Helix Fossil,8/3 to 8/5,$0.00
854,Antique Helix Fossil,8/6 to 8/8,$0.00
855,Antique Helix Fossil,8/6 to 8/8,$0.00
856,Antique Helix Fossil,8/9 to 8/11,$0.00
857,Antique Helix Fossil,8/9 to 8/11,$0.00
858,Antique Helix Fossil,8/12 to 8/14,$0.00
859,Antique Helix Fossil,8/12 to 8/14,$0.00
860,Antique Helix Fossil,8/15 to 8/17,$0.00
861,Antique Helix Fossil,8/15 to 8/17,$0.00
862,Antique Helix Fossil,8/18 to 8/20,$0.00
863,Antique Helix Fossil,8/18 to 8/20,$0.00
864,Antique Helix Fossil,8/21 to 8/23,$0.00
865,Antique Helix Fossil,8/21 to 8/23,$0.00
866,Antique Helix Fossil,8/24 to 8/26,$0.00
867,Antique Helix Fossil,8/24 to 8/26,$0.00
868,Antique Helix Fossil,8/27 to 8/29,$0.00
869,Antique Helix Fossil,8/27 to 8/29,$0.00
870,Antique Helix Fossil,8/30 to 9/1,$0.00
871,Antique Helix Fossil,8/30 to 9/1,$0.00
872,Antique Helix Fossil,9/2 to 9/4,$0.00
873,Antique Helix Fossil,9/2 to 9/4,$0.00
874,Antique Helix Fossil,9/5 to 9/7,$0.00
875,Antique Helix Fossil,9/5 to 9/7,$0.00
876,Antique Helix Fossil,9/8 to 9/10,$0.00
877,Antique Helix Fossil,9/8 to 9/10,$0.00
878,Antique Helix Fossil,9/11 to 9/13,$0.00
879,Antique Helix Fossil,9/11 to 9/13,$0.00
880,Antique Helix Fossil,9/14 to 9/16,$0.00
881,Antique Helix Fossil,9/14 to 9/16,$0.00
882,Antique Helix Fossil,9/17 to 9/19,$0.00
883,Antique Helix Fossil,9/17 to 9/19,$0.00
884,Antique Helix Fossil,9/20 to 9/22,$0.15
885,Antique Helix Fossil,9/20 to 9/22,$0.28
886,Antique Helix Fossil,9/23 to 9/25,$0.13
887,Antique Helix Fossil,9/23 to 9/25,$0.49
888,Antique Helix Fossil,9/26 to 9/28,$0.13
889,Antique Helix Fossil,9/26 to 9/28,$0.27
890,Antique Helix Fossil,9/29 to 10/1,$0.11
891,Antique Helix Fossil,9/29 to 10/1,$0.31
892,Antique Helix Fossil,10/2 to 10/4,$0.11
893,Antique Helix Fossil,10/2 to 10/4,$0.40
894,Antique Helix Fossil,10/5 to 10/7,$0.10
895,Antique Helix Fossil,10/5 to 10/7,$0.41
896,Antique Helix Fossil,10/8 to 10/10,$0.11
897,Antique Helix Fossil,10/8 to 10/10,$0.49
898,Antique Helix Fossil,10/11 to 10/13,$0.11
899,Antique Helix Fossil,10/11 to 10/13,$0.54
900,Antique Old Amber,7/16 to 7/18,$0.00
901,Antique Old Amber,7/16 to 7/18,$0.00
902,Antique Old Amber,7/19 to 7/21,$0.00
903,Antique Old Amber,7/19 to 7/21,$0.00
904,Antique Old Amber,7/22 to 7/24,$0.00
905,Antique Old Amber,7/22 to 7/24,$0.00
906,Antique Old Amber,7/25 to 7/27,$0.00
907,Antique Old Amber,7/25 to 7/27,$0.00
908,Antique Old Amber,7/28 to 7/30,$0.00
909,Antique Old Amber,7/28 to 7/30,$0.00
910,Antique Old Amber,7/31 to 8/2,$0.00
911,Antique Old Amber,7/31 to 8/2,$0.00
912,Antique Old Amber,8/3 to 8/5,$0.00
913,Antique Old Amber,8/3 to 8/5,$0.00
914,Antique Old Amber,8/6 to 8/8,$0.00
915,Antique Old Amber,8/6 to 8/8,$0.00
916,Antique Old Amber,8/9 to 8/11,$0.00
917,Antique Old Amber,8/9 to 8/11,$0.00
918,Antique Old Amber,8/12 to 8/14,$0.00
919,Antique Old Amber,8/12 to 8/14,$0.00
920,Antique Old Amber,8/15 to 8/17,$0.00
921,Antique Old Amber,8/15 to 8/17,$0.00
922,Antique Old Amber,8/18 to 8/20,$0.00
923,Antique Old Amber,8/18 to 8/20,$0.00
924,Antique Old Amber,8/21 to 8/23,$0.00
925,Antique Old Amber,8/21 to 8/23,$0.00
926,Antique Old Amber,8/24 to 8/26,$0.00
927,Antique Old Amber,8/24 to 8/26,$0.00
928,Antique Old Amber,8/27 to 8/29,$0.00
929,Antique Old Amber,8/27 to 8/29,$0.00
930,Antique Old Amber,8/30 to 9/1,$0.00
931,Antique Old Amber,8/30 to 9/1,$0.00
932,Antique Old Amber,9/2 to 9/4,$0.00
933,Antique Old Amber,9/2 to 9/4,$0.00
934,Antique Old Amber,9/5 to 9/7,$0.00
935,Antique Old Amber,9/5 to 9/7,$0.00
936,Antique Old Amber,9/8 to 9/10,$0.00
937,Antique Old Amber,9/8 to 9/10,$0.00
938,Antique Old Amber,9/11 to 9/13,$0.00
939,Antique Old Amber,9/11 to 9/13,$0.00
940,Antique Old Amber,9/14 to 9/16,$0.00
941,Antique Old Amber,9/14 to 9/16,$0.00
942,Antique Old Amber,9/17 to 9/19,$0.98
943,Antique Old Amber,9/17 to 9/19,$0.00
944,Antique Old Amber,9/20 to 9/22,$0.47
945,Antique Old Amber,9/20 to 9/22,$0.93
946,Antique Old Amber,9/23 to 9/25,$0.17
947,Antique Old Amber,9/23 to 9/25,$0.62
948,Antique Old Amber,9/26 to 9/28,$0.17
949,Antique Old Amber,9/26 to 9/28,$0.57
950,Antique Old Amber,9/29 to 10/1,$0.15
951,Antique Old Amber,9/29 to 10/1,$0.58
952,Antique Old Amber,10/2 to 10/4,$0.16
953,Antique Old Amber,10/2 to 10/4,$0.70
954,Antique Old Amber,10/5 to 10/7,$0.15
955,Antique Old Amber,10/5 to 10/7,$0.64
956,Antique Old Amber,10/8 to 10/10,$0.15
957,Antique Old Amber,10/8 to 10/10,$0.63
958,Antique Old Amber,10/11 to 10/13,$0.15
959,Antique Old Amber,10/11 to 10/13,$0.73
960,Arbok ex - 024/165,7/16 to 7/18,$0.00
961,Arbok ex - 024/165,7/19 to 7/21,$0.00
962,Arbok ex - 024/165,7/22 to 7/24,$0.00
963,Arbok ex - 024/165,7/25 to 7/27,$0.00
964,Arbok ex - 024/165,7/28 to 7/30,$0.00
965,Arbok ex - 024/165,7/31 to 8/2,$0.00
966,Arbok ex - 024/165,8/3 to 8/5,$0.00
967,Arbok ex - 024/165,8/6 to 8/8,$0.00
968,Arbok ex - 024/165,8/9 to 8/11,$0.00
969,Arbok ex - 024/165,8/12 to 8/14,$0.00
970,Arbok ex - 024/165,8/15 to 8/17,$0.00
971,Arbok ex - 024/165,8/18 to 8/20,$0.00
972,Arbok ex - 024/165,8/21 to 8/23,$0.00
973,Arbok ex - 024/165,8/24 to 8/26,$0.00
